"state_abbr","division","city","total_population","black_population","perc_black","total_newspapers","black_media_groups","latino_media_groups","black_latino_media","inn_members","nabj_chapters","gun_incidents","gun_incidents_per_capita","murder_by_police","murder_by_police_per_capita","total_newspapers_per_capita","gva_rank","gvpc_rank","pva_rank","pvapc_rank","local_rank","localpc_rank","inn_rank","blm_rank","black_community_rank","newspapers_per_capita_rank"
"IN","East North Central","Waldron",1526,5,0.00327653997378768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14339,0
"IN","East North Central","Walkerton",9436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Walton",2815,0,0,0,0,0,0,0,0,0,0,1,0.000355239786856128,0,0,0,52,390,0,0,0,20,16415,0
"IN","East North Central","Wanatah",3327,37,0.0111211301472798,0,0,0,0,0,0,0,0,0,0,0,160,4605,0,0,0,0,0,20,10805,0
"IN","East North Central","Warren",3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Warsaw",35472,491,0.0128126421334958,1,0,0,0,0,0,1,2.8191249436175e-05,0,0,2.8191249436175e-05,159,4318,0,0,18,3894,0,20,10330,3894
"IN","East North Central","Washington",17882,633,0.035398724974835,1,0,0,0,0,0,1,5.59221563583492e-05,0,0,5.59221563583492e-05,159,3752,0,0,18,3161,0,20,6966,3161
"IN","East North Central","Waterloo",4874,0,0,0,0,0,0,0,0,1,0.000205170291341814,0,0,0,159,1887,0,0,0,0,0,20,16415,0
"IN","East North Central","Waveland",1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Wawaka",1709,2,0.00117027501462844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15760,0
"IN","East North Central","Waynetown",1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","West Baden Springs",1828,24,0.0131291028446389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10233,0
"IN","East North Central","West College Corner",890,11,0.0123595505617978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10451,0
"IN","East North Central","West Harrison",5942,20,0.00336587007741501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14284,0
"IN","East North Central","West Lafayette",77702,2774,0.0357004967697099,0,0,0,0,0,0,2,2.57393632081542e-05,0,0,0,158,4382,0,0,0,0,0,20,6945,0
"IN","East North Central","West Lebanon",975,11,0.0112820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10762,0
"IN","East North Central","West Newton",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","West Terre Haute",8920,68,0.00762331838565022,0,0,0,0,0,0,4,0.000448430493273543,1,0.000112107623318386,0,156,910,52,1090,0,0,0,20,12131,0
"IN","East North Central","Westfield",34755,1439,0.041404114515897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6456,0
"IN","East North Central","Westphalia",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Westpoint",1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Westport",3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Westville",9528,1659,0.17411838790932,2,0,0,0,0,0,0,0,0,0,0.000209907640638119,0,0,0,0,17,1377,0,20,2773,1377
"IN","East North Central","Wheatfield",7734,37,0.0047840703387639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13483,0
"IN","East North Central","Wheatland",904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Wheeler",296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16415,0
"IN","East North Central","Whiteland",14042,331,0.0235721407206951,0,0,0,0,0,0,0,0,0,0,0,160,4605,0,0,0,0,0,20,8253,0
"IN","East North Central","Whitestown",6614,441,0.0666767462957363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5094,0
"IN","East North Central","Whiting",12319,374,0.0303596071109668,0,0,0,0,0,0,1,8.11754200827989e-05,0,0,0,159,3283,0,0,0,0,0,20,7446,0
